N1,N2,N3,F1,F2,F3,L1,L2,L3,gamma,1/lambda,gamma_over_lambda
431.5570853082531,155.45940760548257,0.06903245371532628,60.0,69.0,5.0,62.0,44.0,53.0,4.695305249369919e-06,0.33516026509388425,47.21039256226585
809.1867815897001,34.81002335088964,0.33855776712211283,63.0,13.0,29.0,58.0,70.0,32.0,4.695305249369919e-06,0.36783797718286343,51.81334755552933
797.5648050525105,22.452870455858427,0.4595410079927656,53.0,59.0,71.0,89.0,69.0,66.0,4.695305249369919e-06,0.4037017258596554,56.86508497825609
711.1551378253882,39.48920349106337,0.4829052853589179,96.0,73.0,64.0,81.0,87.0,54.0,4.695305249369919e-06,0.4430621457583881,62.4093605632938
190.1633493275981,216.22413441825233,0.028339235507379382,42.0,6.0,38.0,7.0,94.0,15.0,4.695305249369919e-06,0.4862601580065355,68.49419617342596
240.60340513677116,130.47864469297184,0.6244847794437205,67.0,59.0,63.0,10.0,4.0,64.0,4.695305249369919e-06,0.533669923120631,75.1722957437742
927.8756375543617,21.203620293105548,0.2276769947565244,41.0,80.0,31.0,22.0,95.0,83.0,4.695305249369919e-06,0.5857020818056667,82.50150177807112
125.42078507266208,229.21401912343504,0.04403180456519696,78.0,7.0,86.0,33.0,27.0,33.0,4.695305249369919e-06,0.6428073117284322,90.54529635275621
919.1734340077749,32.20362789012556,0.15534191547341802,12.0,52.0,64.0,41.0,6.0,87.0,4.695305249369919e-06,0.7054802310718644,99.37335096835285
308.4194552606206,75.1552512870714,0.9436406977018628,62.0,67.0,53.0,37.0,12.0,64.0,4.695305249369919e-06,0.7742636826811272,109.06213001067547
515.9592391227545,139.26156357648705,0.04264972533255216,58.0,45.0,75.0,96.0,54.0,63.0,4.695305249369919e-06,0.8497534359086445,119.69555304875952
253.69740633947458,139.1695421425253,0.5302622110945221,19.0,50.0,52.0,51.0,90.0,39.0,4.695305249369919e-06,0.9326033468832199,131.36572170602213
198.62006689251544,142.26384974505538,0.6076174211860979,12.0,24.0,4.0,92.0,25.0,19.0,4.695305249369919e-06,1.0235310218990263,144.1737174004637
445.94941713288836,126.86428449590706,0.2723490409372174,24.0,21.0,19.0,59.0,93.0,0.0,4.695305249369919e-06,1.1233240329780276,158.23047686355363
337.74914144382996,135.2239398753395,0.4059661864412725,7.0,95.0,64.0,36.0,34.0,95.0,4.695305249369919e-06,1.2328467394420666,173.65775302112772
184.8931570467204,60.67064257846975,1.289481544145874,46.0,56.0,49.0,87.0,66.0,6.0,4.695305249369919e-06,1.3530477745798075,190.58916955898573
205.0839014368706,121.31054932669984,0.7641776945806252,86.0,34.0,61.0,92.0,2.0,44.0,4.695305249369919e-06,1.484968262254465,209.1713783073335
517.7031162343653,137.31259698453053,0.05509089758540061,17.0,18.0,49.0,76.0,17.0,90.0,4.695305249369919e-06,1.6297508346206444,229.56532946877957
377.92346209399557,57.31296983090274,0.9581441868293797,7.0,54.0,88.0,6.0,67.0,59.0,4.695305249369919e-06,1.7886495290574351,251.94766569199228
715.7903204293837,91.55034428395153,0.05549168503742528,97.0,41.0,50.0,54.0,96.0,46.0,4.695305249369919e-06,1.9630406500402717,276.51225206581876
144.32149283929294,206.05250235511812,0.19526793989207084,56.0,49.0,31.0,46.0,23.0,35.0,4.695305249369919e-06,2.1544346900318843,303.4718552859409
335.06503439660764,105.16899308355346,0.6527277145569196,1.0,91.0,79.0,16.0,23.0,26.0,4.695305249369919e-06,2.3644894126454084,333.0599865382075
482.8121293943874,96.24459515454392,0.45023754629193513,35.0,16.0,27.0,22.0,29.0,10.0,4.695305249369919e-06,2.5950242113997377,365.53292406081664
130.68345965860604,20.825820422899454,1.7106522002020355,1.0,94.0,68.0,52.0,69.0,10.0,4.695305249369919e-06,2.8480358684358014,401.17193290381306
88.41834707859104,77.31506135855227,1.3346838868211928,23.0,73.0,54.0,17.0,40.0,85.0,4.695305249369919e-06,3.125715849688237,440.2857011123981
638.2916139190916,24.33104494623194,0.7401123601124444,48.0,29.0,96.0,15.0,66.0,65.0,4.695305249369919e-06,3.430469286314919,483.2130134351016
356.42087693806997,149.41991345232933,0.2571030286543991,43.0,17.0,59.0,11.0,71.0,43.0,4.695305249369919e-06,3.764935806792469,530.3256857152036
2.542253434580627,60.690632590620986,1.6278434505063029,0.0,20.0,91.0,49.0,40.0,65.0,4.695305249369919e-06,4.132012400115339,582.0317853816944
555.0704543171248,17.41002586530293,0.9502836019800049,65.0,83.0,92.0,91.0,33.0,65.0,4.695305249369919e-06,4.5348785081285845,638.7791659341291
410.05215972523416,50.598347876209665,0.9525154693277056,65.0,55.0,60.0,13.0,85.0,78.0,4.695305249369919e-06,4.977023564332112,701.0593460353905
181.24161840044192,80.55840579527894,1.1362721964480498,95.0,61.0,19.0,50.0,66.0,4.0,4.695305249369919e-06,5.462277217684343,769.4117668112103
170.6064647246777,18.265544354668794,1.6571339908510354,45.0,68.0,79.0,85.0,56.0,4.0,4.695305249369919e-06,5.994842503189412,844.4284642311345
29.32148096509265,202.45843170785608,0.43767075798427774,3.0,56.0,19.0,6.0,89.0,85.0,4.695305249369919e-06,6.5793322465756825,926.7591970408675
505.43688378958086,80.73230041880234,0.5330256455364031,46.0,87.0,44.0,47.0,9.0,90.0,4.695305249369919e-06,7.2208090183854665,1017.1170746616881
87.41094099332712,155.1491589162974,0.7104134350916786,35.0,5.0,62.0,74.0,72.0,75.0,4.695305249369919e-06,7.924828983539178,1116.2847338031115
239.90266685159727,56.1236860443866,1.2239381688540734,35.0,10.0,18.0,31.0,13.0,40.0,4.695305249369919e-06,8.697490026177835,1225.1211172876592
1036.0904301144349,2.8659735866680762,0.17430139420173915,84.0,97.0,81.0,98.0,84.0,23.0,4.695305249369919e-06,9.545484566618342,1344.5689138026794
967.3054494520333,22.018100306697082,0.14792595770843947,80.0,2.0,89.0,85.0,14.0,51.0,4.695305249369919e-06,10.476157527896651,1475.66272301878
622.8206829565152,21.9927416961462,0.7876437556191546,8.0,59.0,18.0,4.0,63.0,95.0,4.695305249369919e-06,11.497569953977369,1619.5380167972341
784.182912887247,62.493977420302144,0.16227076415490804,2.0,89.0,44.0,29.0,28.0,20.0,4.695305249369919e-06,12.61856883066021,1777.440974104036
359.25389392143353,32.780838840351564,1.1901531022964906,0.0,77.0,54.0,43.0,41.0,23.0,4.695305249369919e-06,13.848863713938732,1950.7392748159536
374.46120386798907,99.31661641925322,0.6266710241000875,53.0,23.0,59.0,85.0,56.0,92.0,4.695305249369919e-06,15.199110829529348,2140.93394590933
71.36337389384317,119.7709036184946,1.0248070119294808,53.0,74.0,33.0,91.0,15.0,24.0,4.695305249369919e-06,16.68100537200059,2349.672362637666
122.72435590610878,195.53629620432054,0.31995982773855564,18.0,59.0,26.0,62.0,14.0,11.0,4.695305249369919e-06,18.307382802953697,2578.7625173079923
198.70261787323815,17.25322877467508,1.6131189185083603,75.0,16.0,28.0,97.0,33.0,99.0,4.695305249369919e-06,20.092330025650483,2830.1886792452865
55.73313211340579,245.24886250050037,0.044409276703760665,54.0,67.0,49.0,37.0,31.0,93.0,4.695305249369919e-06,22.051307399030456,3106.128581584123
873.2590371572246,31.823590134361783,0.24363627276090516,97.0,95.0,94.0,80.0,10.0,15.0,4.695305249369919e-06,24.201282647943835,3408.9722837512745
348.33269814998965,22.643194878375247,1.2919804282989806,22.0,75.0,21.0,11.0,2.0,93.0,4.695305249369919e-06,26.560877829466868,3741.3428730170667
12.273202002791058,24.761176418598495,1.8988150374689647,85.0,87.0,87.0,47.0,58.0,43.0,4.695305249369919e-06,29.150530628251786,4106.119184422477
712.9569829200772,38.80990993619132,0.4850248898943574,3.0,16.0,30.0,97.0,37.0,15.0,4.695305249369919e-06,31.992671377973846,4506.460735871022
346.18717991027256,137.89787670891783,0.3687908806022591,17.0,52.0,29.0,58.0,24.0,59.0,4.695305249369919e-06,35.111917342151344,4945.835094361378
455.69564081848733,42.60639700829749,0.9320729680919991,57.0,64.0,50.0,75.0,22.0,60.0,4.695305249369919e-06,38.535285937105314,5428.047910393842
819.439719215831,15.056364170657544,0.47843323523141046,4.0,95.0,78.0,2.0,69.0,10.0,4.695305249369919e-06,42.29242874389499,5957.275880694402
68.84022621596107,32.307466077885884,1.7330954593685648,40.0,3.0,58.0,36.0,75.0,23.0,4.695305249369919e-06,46.41588833612782,6538.10292476367
248.19499450212007,12.212400708809815,1.561790722326183,8.0,64.0,54.0,84.0,94.0,46.0,4.695305249369919e-06,50.9413801481638,7175.559888594663
725.7503560896976,59.46498567288485,0.29511393439567135,4.0,57.0,44.0,0.0,21.0,42.0,4.695305249369919e-06,55.90810182512229,7875.168119454139
143.1352584809346,171.3542158829063,0.47660236267290507,17.0,12.0,58.0,12.0,77.0,63.0,4.695305249369919e-06,61.35907273413176,8642.987289151186
643.7128468947498,66.8329947002261,0.38813894072574967,71.0,20.0,97.0,7.0,17.0,89.0,4.695305249369919e-06,67.34150657750828,9485.667880015608
18.733887545700064,23.180858283595068,1.8995341458392103,13.0,67.0,21.0,82.0,36.0,46.0,4.695305249369919e-06,73.90722033525783,10410.50878819426
453.99804302910553,43.89088273825554,0.9248913337347531,53.0,36.0,51.0,84.0,83.0,77.0,4.695305249369919e-06,81.11308307896873,11425.520543197808
284.86583008373833,87.05414804185293,0.8916451641118176,94.0,88.0,25.0,80.0,26.0,96.0,4.695305249369919e-06,89.02150854450393,12539.494691275153
403.0885628056948,69.0195220609326,0.8172527999943021,64.0,79.0,92.0,26.0,2.0,73.0,4.695305249369919e-06,97.70099572992257,13762.079943581204
221.83671168969138,1.8541757572576762,1.6940504827268419,83.0,16.0,85.0,84.0,63.0,18.0,4.695305249369919e-06,107.22672220103243,15103.86574869713
689.0354844804676,16.225484675255878,0.7111152511016527,48.0,47.0,33.0,63.0,92.0,51.0,4.695305249369919e-06,117.68119524349991,16576.474013367948
482.51558484233675,35.72104434804066,0.9376730624681073,88.0,46.0,4.0,75.0,77.0,72.0,4.695305249369919e-06,129.1549665014884,18192.659765899032
255.0146327119136,37.1319280607309,1.3486640080908157,34.0,29.0,70.0,9.0,68.0,93.0,4.695305249369919e-06,141.7474162926806,19966.421634109392
250.26057070793553,77.99875810887612,1.028734178502973,37.0,15.0,16.0,32.0,25.0,98.0,4.695305249369919e-06,155.56761439304725,21913.123094748902
584.6821151607031,59.16635859260165,0.5594003668403896,35.0,7.0,76.0,9.0,82.0,43.0,4.695305249369919e-06,170.7352647470692,24049.62554458431
164.91247480410422,39.37580360364892,1.4978818865966905,98.0,68.0,96.0,59.0,53.0,50.0,4.695305249369919e-06,187.3817422860385,26394.43434575154
338.0944579209766,67.81422822141067,0.9476062248507005,65.0,64.0,10.0,19.0,91.0,46.0,4.695305249369919e-06,205.65123083486534,28967.859110349847
262.7705968239422,2.2347493580791453,1.6149978142779362,57.0,3.0,20.0,37.0,74.0,51.0,4.695305249369919e-06,225.70197196339214,31792.18961258572
233.45599903158245,115.26030312280302,0.7601782563792158,84.0,51.0,57.0,44.0,22.0,65.0,4.695305249369919e-06,247.70763559917114,34891.888852133976
467.5225545681729,15.58150900196914,1.1275202470729473,69.0,83.0,56.0,87.0,25.0,23.0,4.695305249369919e-06,271.85882427329426,38293.80494093799
38.944394762324485,67.40075579618386,1.506285266313513,82.0,68.0,92.0,17.0,44.0,70.0,4.695305249369919e-06,298.364724028334,42027.40364871132
191.8072453890998,44.848121497687096,1.4039311165611197,17.0,53.0,4.0,83.0,93.0,83.0,4.695305249369919e-06,327.4549162877732,46125.02362133907
176.4727611640348,64.61457299064978,1.2733863042261442,28.0,84.0,32.0,57.0,36.0,6.0,4.695305249369919e-06,359.3813663804629,50622.15648275765
812.6209442133371,59.44253356123263,0.1340248954603742,78.0,30.0,54.0,9.0,5.0,99.0,4.695305249369919e-06,394.420605943766,55557.75424642287
191.20888249633475,165.62192594142692,0.43347049212403843,60.0,32.0,63.0,80.0,91.0,48.0,4.695305249369919e-06,432.87612810830615,60974.56669901566
279.47643449485525,120.87623898805872,0.6295665777665045,32.0,9.0,12.0,16.0,29.0,57.0,4.695305249369919e-06,475.08101621027976,66919.51167864367
607.0745249477069,120.63870957326552,0.023312624198284674,50.0,86.0,95.0,48.0,71.0,60.0,4.695305249369919e-06,521.400828799969,73444.08145470962
65.38425931344234,57.919973496565525,1.5334700288393084,44.0,34.0,42.0,91.0,28.0,81.0,4.695305249369919e-06,572.236765935022,80604.78872931525
45.85227598730469,41.62084029715297,1.7008491634746892,30.0,68.0,53.0,99.0,3.0,22.0,4.695305249369919e-06,628.029144183426,88463.65612325212
642.3716853374443,46.427732592770916,0.5547799630455724,78.0,15.0,13.0,42.0,83.0,58.0,4.695305249369919e-06,689.2612104349702,97088.7533862714
519.7798683770727,52.46872615095794,0.7337666800162926,95.0,85.0,39.0,6.0,23.0,61.0,4.695305249369919e-06,756.463327554629,106554.78698469259
24.430701898738892,176.56388747890483,0.6550602457165973,49.0,94.0,18.0,1.0,36.0,52.0,4.695305249369919e-06,830.2175681319752,116943.74717307574
642.4953802540401,30.76636284647544,0.6805390731644178,77.0,49.0,74.0,13.0,37.0,32.0,4.695305249369919e-06,911.1627561154896,128345.61815458265
142.34706275312334,35.45544807873069,1.5713106353447595,29.0,27.0,80.0,94.0,23.0,93.0,4.695305249369919e-06,1000.0,140859.15748109756
10.046619700218178,73.33270585560489,1.5122122306785164,68.0,44.0,90.0,88.0,97.0,30.0,5.398460055990774e-06,0.1,16.19538016797232
84.81489828372541,18.489708191485857,1.8145972145170222,72.0,63.0,77.0,49.0,16.0,40.0,5.398460055990774e-06,0.10974987654930562,17.77440974104035
233.7332608201692,169.7534691915759,0.32129029582240454,50.0,98.0,28.0,78.0,37.0,46.0,5.398460055990774e-06,0.12045035402587821,19.507392748159532
628.1547861679453,104.36322839478059,0.11510747052228741,68.0,36.0,66.0,21.0,58.0,25.0,5.398460055990774e-06,0.1321941148466029,21.40933945909328
5.701170740647918,36.40249235742116,1.8173663905517217,82.0,31.0,42.0,90.0,57.0,55.0,5.398460055990774e-06,0.14508287784959398,23.496723626376653
540.7329786085722,78.631980520648,0.48439685483035855,66.0,90.0,64.0,34.0,45.0,52.0,5.398460055990774e-06,0.1592282793341092,25.787625173079896
262.965936582187,79.01612514720826,0.9969632198884479,21.0,56.0,97.0,75.0,11.0,58.0,5.398460055990774e-06,0.17475284000076838,28.301886792452844
365.1739667428912,115.6361544998182,0.512628769352531,25.0,84.0,27.0,28.0,84.0,49.0,5.398460055990774e-06,0.19179102616724888,31.061285815841227
304.1305261981916,39.630472901106806,1.2373838327296025,37.0,76.0,26.0,12.0,0.0,54.0,5.398460055990774e-06,0.2104904144512021,34.08972283751273
1013.9759757749537,13.06142352715542,0.13333760323150898,55.0,6.0,74.0,67.0,53.0,87.0,5.398460055990774e-06,0.23101297000831597,37.41342873017066
434.5264178417919,91.98007464904492,0.5741830297258915,36.0,53.0,54.0,15.0,36.0,76.0,5.398460055990774e-06,0.2535364493970112,41.06119184422474
357.1625022165218,43.729792095581935,1.1059561857103155,55.0,49.0,63.0,41.0,68.0,65.0,5.398460055990774e-06,0.2782559402207124,45.064607358710184
405.1194189603938,142.93424313098097,0.21887164753469454,54.0,42.0,80.0,38.0,80.0,1.0,5.398460055990774e-06,0.30538555088334157,49.45835094361373
648.3224692417002,102.63850160135192,0.09154212342656207,80.0,81.0,7.0,52.0,39.0,86.0,5.398460055990774e-06,0.33516026509388425,54.28047910393839
269.6329575103334,114.42022045028654,0.6997761519896504,61.0,99.0,57.0,66.0,20.0,28.0,5.398460055990774e-06,0.36783797718286343,59.572758806944016
142.02721326928096,226.24917592298144,0.03705388192660774,20.0,16.0,65.0,36.0,1.0,62.0,5.398460055990774e-06,0.4037017258596554,65.38102924763663
12.386352785154994,113.74361311329939,1.18278092275473,13.0,14.0,97.0,58.0,39.0,61.0,5.398460055990774e-06,0.4430621457583881,71.75559888594661
674.5304653328651,99.98164546362358,0.06426188921676886,87.0,27.0,8.0,36.0,52.0,34.0,5.398460055990774e-06,0.4862601580065355,78.75168119454132
311.48283167056786,60.5169317952488,1.0557124948329593,22.0,49.0,95.0,26.0,6.0,77.0,5.398460055990774e-06,0.533669923120631,86.4298728915118
82.38205993823742,39.13058001985555,1.6530670049054246,76.0,83.0,75.0,48.0,72.0,9.0,5.398460055990774e-06,0.5857020818056667,94.85667880015599
617.1252184583119,18.275465196580964,0.8281208521469754,82.0,59.0,5.0,70.0,39.0,77.0,5.398460055990774e-06,0.6428073117284322,104.10508788194254
405.5496915170392,125.11376066515741,0.3614307158427202,64.0,39.0,58.0,23.0,61.0,71.0,5.398460055990774e-06,0.7054802310718644,114.25520543197804
246.46643638514934,164.23682014204365,0.3420309585383569,82.0,12.0,70.0,84.0,26.0,1.0,5.398460055990774e-06,0.7742636826811272,125.39494691275144
477.8877713653429,144.30257124619968,0.07277429437090063,34.0,99.0,50.0,17.0,86.0,25.0,5.398460055990774e-06,0.8497534359086445,137.62079943581202
241.21232168678662,187.89563438144688,0.16146026483962295,6.0,16.0,6.0,23.0,53.0,87.0,5.398460055990774e-06,0.9326033468832199,151.03865748697112
55.335369768249635,177.37060674475708,0.5911980216667132,52.0,23.0,86.0,78.0,35.0,72.0,5.398460055990774e-06,1.0235310218990263,165.76474013367937
785.4662863530438,33.22866359540514,0.39531467462908554,22.0,4.0,10.0,1.0,43.0,72.0,5.398460055990774e-06,1.1233240329780276,181.92659765899035
139.37976279924334,31.484747127650266,1.6087617567715453,31.0,97.0,63.0,46.0,27.0,27.0,5.398460055990774e-06,1.2328467394420666,199.66421634109386
277.6097278183062,90.96030534317087,0.8736923558687252,65.0,67.0,29.0,67.0,81.0,38.0,5.398460055990774e-06,1.3530477745798075,219.131230947489
226.00277514163633,145.31598697843654,0.5322301013956783,61.0,52.0,67.0,60.0,9.0,17.0,5.398460055990774e-06,1.484968262254465,240.49625544584288
112.45838294153303,54.20869675036717,1.4759355157305865,57.0,25.0,52.0,65.0,46.0,57.0,5.398460055990774e-06,1.6297508346206444,263.94434345751523
302.2211620456794,186.71158602081636,0.05772642053981967,21.0,81.0,68.0,68.0,14.0,34.0,5.398460055990774e-06,1.7886495290574351,289.6785911034982
45.86849012342193,9.53966675450524,1.9588978105329005,30.0,68.0,67.0,32.0,12.0,18.0,5.398460055990774e-06,1.9630406500402717,317.9218961258571
300.64083908092175,134.71579927909576,0.47894312631744423,40.0,46.0,32.0,23.0,20.0,50.0,5.398460055990774e-06,2.1544346900318843,348.9188885213398
33.5008817844788,45.226485804105366,1.6947729202928183,83.0,72.0,1.0,56.0,2.0,66.0,5.398460055990774e-06,2.3644894126454084,382.93804940937974
606.5494793627396,6.8777617401374265,0.9394434772834128,56.0,94.0,86.0,0.0,12.0,46.0,5.398460055990774e-06,2.5950242113997377,420.2740364871132
358.7122467366554,143.9061210298815,0.297205251486123,72.0,76.0,13.0,23.0,28.0,57.0,5.398460055990774e-06,2.8480358684358014,461.2502362133901
62.34570666239161,163.81268656517395,0.6872512095702749,35.0,46.0,62.0,66.0,78.0,26.0,5.398460055990774e-06,3.125715849688237,506.2215648275763
197.78109164051185,73.96073506325776,1.158643050282249,31.0,42.0,22.0,0.0,67.0,34.0,5.398460055990774e-06,3.430469286314919,555.577542464228
640.9557008985417,25.970805855108356,0.7219755081608704,34.0,22.0,2.0,18.0,65.0,27.0,5.398460055990774e-06,3.764935806792469,609.7456669901563
513.3266959261812,88.40132655204532,0.4566848187158835,38.0,10.0,73.0,66.0,86.0,53.0,5.398460055990774e-06,4.132012400115339,669.1951167864366
237.56680862967463,60.64950974530751,1.191866304097759,4.0,38.0,1.0,88.0,9.0,48.0,5.398460055990774e-06,4.5348785081285845,734.4408145470959
601.2904019969126,120.74177944338308,0.03322132502802141,91.0,81.0,97.0,51.0,31.0,0.0,5.398460055990774e-06,4.977023564332112,806.047887293152
95.04804494842685,137.00477637380078,0.842199116519375,50.0,27.0,77.0,18.0,37.0,6.0,5.398460055990774e-06,5.462277217684343,884.6365612325204
695.2004465899734,20.097247386781095,0.6685237897289147,66.0,75.0,97.0,22.0,68.0,78.0,5.398460055990774e-06,5.994842503189412,970.8875338627134
429.20662893368836,152.6682946758263,0.09584918466162938,26.0,59.0,50.0,82.0,29.0,34.0,5.398460055990774e-06,6.5793322465756825,1065.5478698469258
300.5397105687176,160.39970337302987,0.2725152997799869,76.0,79.0,15.0,89.0,34.0,16.0,5.398460055990774e-06,7.2208090183854665,1169.437471730757
665.7946998178428,1.7934011250120019,0.8703599541592296,48.0,34.0,81.0,89.0,72.0,34.0,5.398460055990774e-06,7.924828983539178,1283.4561815458267
354.5293974570974,109.01926594632899,0.5856196474792271,75.0,34.0,96.0,81.0,98.0,50.0,5.398460055990774e-06,8.697490026177835,1408.5915748109758
672.5022684817496,103.87045636845399,0.036743355052505776,70.0,7.0,27.0,21.0,99.0,98.0,5.398460055990774e-06,9.545484566618342,1545.9275144389655
357.22703233642784,97.4509267048908,0.6736737969227331,63.0,17.0,98.0,14.0,66.0,50.0,5.398460055990774e-06,10.476157527896651,1696.6535386385137
479.1337413458012,6.366109939591042,1.1800986056608374,91.0,53.0,50.0,81.0,94.0,22.0,5.398460055990774e-06,11.497569953977369,1862.0751641251952
180.87844839898767,18.526242801482788,1.6359675113760899,80.0,39.0,57.0,3.0,93.0,57.0,5.398460055990774e-06,12.61856883066021,2043.6251938826808
529.6254844635289,105.8295543640932,0.28622483903230334,42.0,46.0,23.0,15.0,20.0,74.0,5.398460055990774e-06,13.848863713938732,2242.8761274167487
366.7418765070429,57.51438899678722,0.9772817534162364,63.0,29.0,69.0,68.0,28.0,55.0,5.398460055990774e-06,15.199110829529348,2461.5537809937296
605.9535449926926,46.71160020552954,0.6201043083849248,53.0,57.0,50.0,67.0,2.0,49.0,5.398460055990774e-06,16.68100537200059,2701.5522358353815
64.42091428146225,113.81954501431076,1.0855712697831517,35.0,87.0,43.0,55.0,23.0,41.0,5.398460055990774e-06,18.307382802953697,2964.9502437443384
97.83878254039044,194.5920644726078,0.3737542167295344,75.0,19.0,43.0,84.0,27.0,31.0,5.398460055990774e-06,20.092330025650483,3254.0292322577466
299.9356548044961,52.537590121053675,1.1413393341663456,1.0,44.0,64.0,2.0,50.0,17.0,5.398460055990774e-06,22.051307399030456,3571.2930652811915
228.45272445668618,140.8993069805884,0.5632121509172598,45.0,88.0,12.0,6.0,69.0,72.0,5.398460055990774e-06,24.201282647943835,3919.4897303600223
132.30168051519652,230.83715978473785,0.018200421567337997,45.0,67.0,30.0,62.0,40.0,73.0,5.398460055990774e-06,26.560877829466868,4301.635140432834
785.8427487829794,76.44188837622416,0.046984656410982525,50.0,14.0,52.0,32.0,65.0,21.0,5.398460055990774e-06,29.150530628251786,4721.039256226588
89.53534586951373,222.87491208334546,0.16164610476978242,1.0,73.0,48.0,84.0,51.0,32.0,5.398460055990774e-06,31.992671377973846,5181.334755552934
451.90039546567135,85.34332728677171,0.5953190339572735,35.0,42.0,32.0,4.0,42.0,37.0,5.398460055990774e-06,35.111917342151344,5686.508497825614
482.1497215432319,35.01889440637215,0.9440007475788778,55.0,66.0,74.0,83.0,96.0,1.0,5.398460055990774e-06,38.535285937105314,6240.936056329381
801.4770113984879,6.8716979371850675,0.5776218394932737,14.0,57.0,98.0,25.0,59.0,50.0,5.398460055990774e-06,42.29242874389499,6849.419617342595
526.346482207581,47.167323463452796,0.764223606653695,98.0,1.0,14.0,75.0,25.0,12.0,5.398460055990774e-06,46.41588833612782,7517.229574377424
690.6924356879103,26.888171883366883,0.6222626599334771,27.0,60.0,96.0,10.0,44.0,48.0,5.398460055990774e-06,50.9413801481638,8250.15017780711
320.4505554712872,106.13843705805819,0.6720598093015979,61.0,59.0,91.0,50.0,84.0,49.0,5.398460055990774e-06,55.90810182512229,9054.529635275627
51.72668632496999,57.12857246843026,1.5651909028066195,9.0,86.0,83.0,37.0,55.0,19.0,5.398460055990774e-06,61.35907273413176,9937.335096835288
629.8563551869713,34.545697524830835,0.6735995461734435,6.0,15.0,32.0,53.0,62.0,58.0,5.398460055990774e-06,67.34150657750828,10906.213001067554
855.6444442741779,18.131276555214836,0.3864851930443526,89.0,33.0,14.0,53.0,29.0,23.0,5.398460055990774e-06,73.90722033525783,11969.555304875954
111.07616622592757,227.34292767221396,0.08571376335608656,34.0,80.0,31.0,60.0,52.0,41.0,5.398460055990774e-06,81.11308307896873,13136.572170602216
174.45234200073898,71.613933934163,1.2208303421124163,96.0,44.0,6.0,13.0,21.0,75.0,5.398460055990774e-06,89.02150854450393,14417.371740046376
168.83371385407335,11.321674036221534,1.7162853316626858,41.0,64.0,77.0,63.0,37.0,29.0,5.398460055990774e-06,97.70099572992257,15823.047686355365
599.3685312879609,59.75979123256217,0.5273620792777285,57.0,52.0,18.0,72.0,2.0,2.0,5.398460055990774e-06,107.22672220103243,17365.775302112783
552.0755714236067,4.289496401679231,1.0613922230862314,44.0,73.0,28.0,78.0,5.0,74.0,5.398460055990774e-06,117.68119524349991,19058.916955898574
138.59770569166105,69.38404585911913,1.305330622992864,61.0,23.0,84.0,11.0,77.0,64.0,5.398460055990774e-06,129.1549665014884,20917.137830733343
338.79834852400256,149.16210662235505,0.29189205961471304,95.0,1.0,72.0,6.0,13.0,82.0,5.398460055990774e-06,141.7474162926806,22956.532946877964
91.80201282796557,23.497900556424614,1.7613374098283319,50.0,81.0,9.0,71.0,32.0,4.0,5.398460055990774e-06,155.56761439304725,25194.76656919923
878.7063597011988,16.526056861261228,0.35658550847772713,91.0,16.0,15.0,15.0,90.0,37.0,5.398460055990774e-06,170.7352647470692,27651.225206581887
786.4133061697896,26.17276239785659,0.45031817470203933,68.0,73.0,39.0,14.0,84.0,17.0,5.398460055990774e-06,187.3817422860385,30347.185528594087
522.111043291492,13.536160343356844,1.0426341495432456,27.0,31.0,47.0,32.0,2.0,65.0,5.398460055990774e-06,205.65123083486534,33305.99865382077
312.59581716414743,103.28468191062255,0.709598814151897,96.0,91.0,45.0,50.0,76.0,82.0,5.398460055990774e-06,225.70197196339214,36553.29240608166
118.31055386086169,82.35661670472608,1.238633862163352,17.0,78.0,75.0,15.0,71.0,77.0,5.398460055990774e-06,247.70763559917114,40117.19329038131
206.37961069780832,192.69670700789027,0.18750246089356504,66.0,70.0,16.0,3.0,12.0,84.0,5.398460055990774e-06,271.85882427329426,44028.570111239824
504.5119109504584,109.89010110318162,0.30018128267776223,38.0,82.0,56.0,60.0,45.0,75.0,5.398460055990774e-06,298.364724028334,48321.30134351016
27.640685132556257,197.58085562930734,0.48002897365181646,95.0,61.0,91.0,63.0,74.0,95.0,5.398460055990774e-06,327.4549162877732,53032.56857152039
349.19479309550434,51.55143207571399,1.057826116169063,67.0,36.0,37.0,89.0,88.0,30.0,5.398460055990774e-06,359.3813663804629,58203.17853816944
163.4175608093596,131.185831007491,0.7620863332144424,40.0,24.0,43.0,59.0,26.0,87.0,5.398460055990774e-06,394.420605943766,63877.91659341294
636.5742157248187,80.07961315740614,0.2948282065465745,42.0,58.0,27.0,3.0,20.0,33.0,5.398460055990774e-06,432.87612810830615,70105.93460353908
12.000882057727733,34.716762447045724,1.8192323279797176,26.0,35.0,98.0,93.0,17.0,20.0,5.398460055990774e-06,475.08101621027976,76941.17668112103
92.85014351572532,42.475486630104996,1.6067253980578338,11.0,45.0,33.0,33.0,8.0,16.0,5.398460055990774e-06,521.400828799969,84442.84642311349
469.4408050798669,105.61802363156218,0.39965549353347235,61.0,58.0,42.0,44.0,67.0,41.0,5.398460055990774e-06,572.236765935022,92675.91970408676
213.60634774679812,164.99521052114588,0.396932685634102,25.0,6.0,14.0,37.0,35.0,73.0,5.398460055990774e-06,628.029144183426,101711.70746616885
